,team_abbr,score,h/a,opp,game_won,game_lost,assist_percentage,assists,block_percentage,blocks,defensive_rating,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,free_throws,personal_fouls,steal_percentage,steals,three_point_attempt_rate,three_point_field_goal_percentage,three_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_field_goal_percentage,two_point_field_goals,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_field_goals,opp_personal_fouls,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_true_shooting_percentage,opp_two_point_field_goal_percentage,opp_two_point_field_goals,date
0,GSW,99,a,BRK,0,1,70.3,26,10.5,6,113.1,72.3,34,0.424,0.374,37,0.23199999999999998,0.652,15,24,5.4,6,0.33299999999999996,0.303,10,45.2,47,0.45399999999999996,14.2,18,0.409,27,44,0.5379999999999999,0.457,42,22,0.429,15,57,0.589,0.474,27,2020-12-22 19:00:00
1,BRK,125,h,GSW,1,0,57.1,24,10.6,7,89.6,77.2,44,0.5379999999999999,0.457,42,0.348,0.813,26,22,10.0,11,0.38,0.429,15,54.8,57,0.589,15.9,20,0.474,27,34,0.424,0.374,37,24,0.303,10,47,0.45399999999999996,0.409,27,2020-12-22 19:00:00
2,LAC,116,a,LAL,1,0,50.0,22,5.8,3,105.3,78.4,29,0.5479999999999999,0.473,44,0.204,0.737,14,29,9.7,10,0.43,0.35,14,47.1,40,0.5720000000000001,13.6,16,0.5660000000000001,30,37,0.525,0.469,38,20,0.31,9,45,0.5760000000000001,0.5579999999999999,29,2020-12-22 22:00:00
3,LAL,109,h,LAC,0,1,57.9,22,3.8,2,112.1,77.1,37,0.525,0.469,38,0.38299999999999995,0.774,24,20,3.9,4,0.358,0.31,9,52.9,45,0.5760000000000001,16.7,19,0.5579999999999999,29,29,0.5479999999999999,0.473,44,29,0.35,14,40,0.5720000000000001,0.5660000000000001,30,2020-12-22 22:00:00
4,MIL,121,a,BOS,0,1,41.3,19,9.8,6,122.1,80.4,41,0.589,0.511,46,0.2,0.833,15,20,4.0,4,0.389,0.4,14,58.4,52,0.618,14.0,16,0.5820000000000001,32,27,0.564,0.475,48,17,0.45,18,37,0.5760000000000001,0.49200000000000005,30,2020-12-23 19:30:00
5,BOS,122,h,MIL,1,0,47.9,23,10.9,6,121.1,71.1,27,0.564,0.475,48,0.109,0.727,8,17,8.0,8,0.396,0.45,18,41.6,37,0.5760000000000001,5.4,6,0.49200000000000005,30,41,0.589,0.511,46,20,0.4,14,52,0.618,0.5820000000000001,32,2020-12-23 19:30:00
6,ATL,124,a,CHI,1,0,55.8,24,5.8,3,100.1,82.6,38,0.625,0.5379999999999999,43,0.363,0.828,24,29,5.8,6,0.43799999999999994,0.4,14,55.4,46,0.6679999999999999,18.5,21,0.644,29,29,0.46,0.414,36,22,0.22899999999999998,8,37,0.524,0.5379999999999999,28,2020-12-23 20:00:00
7,CHI,104,h,ATL,0,1,55.6,20,6.7,3,119.4,78.4,29,0.46,0.414,36,0.322,0.857,24,22,9.6,10,0.402,0.22899999999999998,8,44.6,37,0.524,13.1,15,0.5379999999999999,28,38,0.625,0.5379999999999999,43,29,0.4,14,46,0.6679999999999999,0.644,29,2020-12-23 20:00:00
8,CHO,114,a,CLE,0,1,64.4,29,7.0,4,119.2,70.6,24,0.589,0.5,45,0.16699999999999998,0.5329999999999999,8,17,9.8,10,0.489,0.364,16,39.0,32,0.59,13.4,15,0.63,29,40,0.609,0.529,46,22,0.467,14,50,0.632,0.561,32,2020-12-23 19:00:00
9,CLE,121,h,CHO,1,0,73.9,34,6.5,3,112.3,83.3,40,0.609,0.529,46,0.23,0.75,15,22,11.8,12,0.345,0.467,14,61.0,50,0.632,15.8,18,0.561,32,24,0.589,0.5,45,17,0.364,16,32,0.59,0.63,29,2020-12-23 19:00:00
10,SAC,124,a,DEN,1,0,60.0,27,10.1,7,111.5,78.3,36,0.49,0.441,45,0.304,0.774,24,29,4.6,5,0.304,0.32299999999999995,10,54.0,54,0.536,10.8,14,0.493,35,3,0.52,0.5,6,2,0.0,0,4,0.562,0.6,6,2020-12-23 21:00:00
11,DEN,122,h,SAC,0,1,59.6,2,15.5,1,113.3,66.7,3,0.52,0.5,6,0.245,,0,2,5.5,1,0.29600000000000004,0.0,0,46.0,4,0.562,12.1,0,0.6,6,36,0.49,0.441,45,29,0.32299999999999995,10,54,0.536,0.493,35,2020-12-23 21:00:00
12,NYK,107,a,IND,0,1,64.1,25,13.3,8,114.2,77.8,35,0.529,0.45899999999999996,39,0.271,0.7390000000000001,17,27,7.6,8,0.32899999999999996,0.429,12,44.4,40,0.562,14.4,16,0.474,27,40,0.532,0.489,46,24,0.235,8,50,0.5670000000000001,0.633,38,2020-12-23 19:00:00
13,IND,121,h,NYK,1,0,60.9,28,15.8,9,101.0,88.9,40,0.532,0.489,46,0.309,0.7240000000000001,21,24,5.7,6,0.36200000000000004,0.235,8,55.6,50,0.5670000000000001,10.9,13,0.633,38,35,0.529,0.45899999999999996,39,27,0.429,12,40,0.562,0.474,27,2020-12-23 19:00:00
14,SAS,131,a,MEM,1,0,58.3,28,11.8,8,110.5,88.9,40,0.5579999999999999,0.505,48,0.305,0.862,25,18,7.4,8,0.263,0.4,10,53.3,48,0.608,8.5,10,0.5429999999999999,38,37,0.568,0.516,49,20,0.37,10,42,0.578,0.574,39,2020-12-23 20:00:00
15,MEM,119,h,SAS,0,1,55.1,27,11.4,8,121.6,82.2,37,0.568,0.516,49,0.18899999999999997,0.611,11,20,5.6,6,0.284,0.37,10,46.7,42,0.578,9.7,11,0.574,39,40,0.5579999999999999,0.505,48,18,0.4,10,48,0.608,0.5429999999999999,38,2020-12-23 20:00:00
16,DET,101,a,MIN,0,1,64.4,29,4.3,2,112.7,75.5,37,0.527,0.484,45,0.086,0.375,3,20,5.1,5,0.376,0.22899999999999998,8,47.8,44,0.523,11.1,12,0.638,37,36,0.494,0.43200000000000005,38,16,0.268,11,48,0.5529999999999999,0.574,27,2020-12-23 20:00:00
17,MIN,111,h,DET,1,0,65.8,25,8.6,5,102.6,83.7,36,0.494,0.43200000000000005,38,0.318,0.857,24,16,6.1,6,0.466,0.268,11,52.2,48,0.5529999999999999,9.9,11,0.574,27,37,0.527,0.484,45,20,0.22899999999999998,8,44,0.523,0.638,37,2020-12-23 20:00:00
18,MIA,107,a,ORL,0,1,59.5,25,3.3,2,107.7,76.6,36,0.5479999999999999,0.506,42,0.22899999999999998,0.8420000000000001,16,21,10.5,11,0.24100000000000002,0.35,7,51.2,43,0.586,19.4,22,0.556,35,30,0.534,0.47700000000000004,42,19,0.35700000000000004,10,41,0.5579999999999999,0.5329999999999999,32,2020-12-23 19:00:00
19,ORL,113,h,MIA,1,0,54.8,23,4.8,3,102.0,81.1,30,0.534,0.47700000000000004,42,0.341,0.633,19,19,14.3,15,0.318,0.35700000000000004,10,48.8,41,0.5579999999999999,14.4,17,0.5329999999999999,32,36,0.5479999999999999,0.506,42,21,0.35,7,43,0.586,0.556,35,2020-12-23 19:00:00
20,WAS,107,a,PHI,0,1,71.8,28,6.8,4,106.9,77.8,35,0.535,0.45899999999999996,39,0.271,0.696,16,26,6.6,7,0.318,0.48100000000000004,13,46.0,40,0.562,16.6,19,0.44799999999999995,26,37,0.517,0.47100000000000003,41,25,0.28600000000000003,8,47,0.564,0.5589999999999999,33,2020-12-23 19:00:00
21,PHI,113,h,WAS,1,0,53.7,22,13.8,8,101.2,88.1,37,0.517,0.47100000000000003,41,0.345,0.767,23,25,10.4,11,0.322,0.28600000000000003,8,54.0,47,0.564,13.8,16,0.5589999999999999,33,35,0.535,0.45899999999999996,39,26,0.48100000000000004,13,40,0.562,0.44799999999999995,26,2020-12-23 19:00:00
22,DAL,102,a,PHO,0,1,47.2,17,0.0,0,105.5,84.6,33,0.47600000000000003,0.424,36,0.306,0.8079999999999999,21,23,6.0,6,0.435,0.243,9,44.8,39,0.529,10.2,11,0.562,27,42,0.551,0.48100000000000004,38,26,0.36700000000000005,11,48,0.583,0.551,27,2020-12-23 22:30:00
23,PHO,106,h,DAL,1,0,55.3,21,14.6,7,101.5,87.5,42,0.551,0.48100000000000004,38,0.342,0.7040000000000001,19,26,7.0,7,0.38,0.36700000000000005,11,55.2,48,0.583,16.5,18,0.551,27,33,0.47600000000000003,0.424,36,23,0.243,9,39,0.529,0.562,27,2020-12-23 22:30:00
24,UTA,120,a,POR,1,0,55.8,24,5.1,3,101.8,88.7,47,0.5589999999999999,0.457,43,0.20199999999999999,0.789,15,16,3.1,3,0.532,0.38,19,59.6,59,0.586,9.7,11,0.545,24,34,0.467,0.402,37,18,0.364,12,40,0.503,0.424,25,2020-12-23 22:00:00
25,POR,100,h,UTA,0,1,62.2,23,6.8,3,122.1,73.9,34,0.467,0.402,37,0.185,0.8240000000000001,14,18,6.1,6,0.359,0.364,12,40.4,40,0.503,5.7,6,0.424,25,47,0.5589999999999999,0.457,43,16,0.38,19,59,0.586,0.545,24,2020-12-23 22:00:00
26,NOP,113,a,TOR,1,0,71.4,30,16.3,7,95.2,84.1,37,0.644,0.525,42,0.25,0.5,10,17,12.5,13,0.525,0.452,19,56.3,45,0.636,21.3,24,0.605,23,28,0.506,0.42700000000000005,38,22,0.304,14,35,0.525,0.5579999999999999,24,2020-12-23 19:30:00
27,TOR,99,h,NOP,0,1,68.4,26,13.2,5,108.6,77.8,28,0.506,0.42700000000000005,38,0.135,0.75,9,22,9.6,10,0.517,0.304,14,43.8,35,0.525,17.5,20,0.5579999999999999,24,37,0.644,0.525,42,17,0.452,19,45,0.636,0.605,23,2020-12-23 19:30:00
28,BRK,123,a,BOS,1,0,51.2,21,14.1,10,99.8,63.0,34,0.638,0.539,41,0.408,0.8390000000000001,26,22,5.3,5,0.382,0.517,15,47.8,43,0.6859999999999999,14.3,15,0.5529999999999999,26,27,0.418,0.37799999999999995,37,27,0.29600000000000004,8,47,0.447,0.408,29,2020-12-25 17:00:00
29,BOS,95,h,BRK,0,1,62.2,23,10.6,5,129.2,75.0,27,0.418,0.37799999999999995,37,0.19399999999999998,0.684,13,27,6.3,6,0.276,0.29600000000000004,8,52.2,47,0.447,12.4,15,0.408,29,34,0.638,0.539,41,22,0.517,15,43,0.6859999999999999,0.5529999999999999,26,2020-12-25 17:00:00
30,LAC,121,a,DEN,1,0,78.0,32,8.9,4,116.3,74.4,29,0.682,0.5539999999999999,41,0.324,0.833,20,32,9.7,9,0.514,0.5,19,54.3,38,0.715,17.6,18,0.611,22,22,0.525,0.457,37,20,0.306,11,32,0.5710000000000001,0.578,26,2020-12-25 22:30:00
31,DEN,108,h,LAC,0,1,67.6,25,2.8,1,130.3,71.0,22,0.525,0.457,37,0.38299999999999995,0.742,23,20,7.5,7,0.444,0.306,11,45.7,32,0.5710000000000001,12.1,13,0.578,26,29,0.682,0.5539999999999999,41,32,0.5,19,38,0.715,0.611,22,2020-12-25 22:30:00
32,DAL,115,a,LAL,0,1,48.8,20,5.8,3,139.5,58.5,24,0.5720000000000001,0.494,41,0.313,0.769,20,22,13.1,13,0.386,0.406,13,33.8,27,0.609,8.7,9,0.5489999999999999,28,36,0.665,0.56,51,23,0.48700000000000004,19,53,0.679,0.615,32,2020-12-25 20:00:00
33,LAL,138,h,DAL,1,0,64.7,33,7.8,4,116.3,92.3,36,0.665,0.56,51,0.264,0.708,17,23,9.1,9,0.429,0.48700000000000004,19,66.3,53,0.679,13.6,16,0.615,32,24,0.5720000000000001,0.494,41,22,0.406,13,27,0.609,0.5489999999999999,28,2020-12-25 20:00:00
34,NOP,98,a,MIA,0,1,58.1,18,5.3,2,114.7,88.2,30,0.462,0.397,31,0.423,0.7879999999999999,26,20,8.3,8,0.449,0.28600000000000003,10,53.9,41,0.53,17.0,19,0.488,21,31,0.613,0.507,38,25,0.43200000000000005,16,35,0.652,0.579,22,2020-12-25 12:00:00
35,MIA,111,h,NOP,1,0,76.3,29,4.7,2,101.3,73.8,31,0.613,0.507,38,0.307,0.826,19,25,11.4,11,0.493,0.43200000000000005,16,46.1,35,0.652,16.6,17,0.579,22,30,0.462,0.397,31,20,0.28600000000000003,10,41,0.53,0.488,21,2020-12-25 12:00:00
36,GSW,99,a,MIL,0,1,41.2,14,11.1,6,128.4,75.0,33,0.39399999999999996,0.34299999999999997,34,0.253,0.84,21,22,4.7,5,0.455,0.222,10,41.7,43,0.45,9.1,11,0.444,24,49,0.667,0.556,50,17,0.556,20,60,0.68,0.556,30,2020-12-25 14:30:00
37,MIL,138,h,GSW,1,0,50.0,25,7.4,4,92.1,83.1,49,0.667,0.556,50,0.289,0.6920000000000001,18,17,5.6,6,0.4,0.556,20,58.3,60,0.68,14.4,17,0.556,30,33,0.39399999999999996,0.34299999999999997,34,22,0.222,10,43,0.45,0.444,24,2020-12-25 14:30:00
38,IND,125,a,CHI,1,0,65.4,34,7.7,4,100.0,75.5,40,0.608,0.5589999999999999,52,0.204,0.632,12,26,14.2,15,0.28,0.34600000000000003,9,54.4,49,0.617,13.6,16,0.642,43,28,0.462,0.374,34,16,0.41,16,41,0.52,0.34600000000000003,18,2020-12-26 20:00:00
39,CHI,106,h,IND,0,1,67.6,23,10.4,7,117.9,75.7,28,0.462,0.374,34,0.275,0.88,22,16,6.6,7,0.429,0.41,16,45.6,41,0.52,16.4,20,0.34600000000000003,18,40,0.608,0.5589999999999999,52,26,0.34600000000000003,9,49,0.617,0.642,43,2020-12-26 20:00:00
40,OKC,109,a,CHO,1,0,62.5,25,11.5,7,102.8,77.6,45,0.511,0.455,40,0.273,0.792,19,21,9.6,10,0.409,0.278,10,53.5,54,0.5529999999999999,14.0,16,0.5770000000000001,30,34,0.46799999999999997,0.39799999999999996,37,22,0.406,13,47,0.5,0.39299999999999996,24,2020-12-26 19:00:00
41,CHO,107,h,OKC,0,1,73.0,27,15.4,8,104.7,79.1,34,0.46799999999999997,0.39799999999999996,37,0.344,0.625,20,22,10.6,11,0.344,0.406,13,46.5,47,0.5,10.8,13,0.39299999999999996,24,45,0.511,0.455,40,21,0.278,10,54,0.5529999999999999,0.5770000000000001,30,2020-12-26 19:00:00
42,CLE,128,a,DET,1,0,60.4,29,7.5,4,97.8,81.5,44,0.551,0.485,48,0.303,0.633,19,24,10.7,13,0.303,0.433,13,47.2,51,0.57,13.8,18,0.507,35,2,0.49,0.625,5,2,1.0,1,3,0.531,0.5710000000000001,4,2020-12-26 19:00:00
43,DET,119,h,CLE,0,1,60.0,1,7.2,0,105.2,87.0,2,0.49,0.625,5,0.327,,0,2,7.4,2,0.45899999999999996,1.0,1,52.8,3,0.531,16.4,1,0.5710000000000001,4,44,0.551,0.485,48,24,0.433,13,51,0.57,0.507,35,2020-12-26 19:00:00
44,ATL,122,a,MEM,1,0,60.5,23,10.0,5,107.3,82.0,41,0.5,0.42700000000000005,38,0.42700000000000005,0.868,33,20,3.8,4,0.40399999999999997,0.361,13,54.0,54,0.5770000000000001,12.4,15,0.47200000000000003,25,37,0.46799999999999997,0.39799999999999996,37,27,0.302,13,46,0.53,0.48,24,2020-12-26 17:00:00
45,MEM,112,h,ATL,0,1,54.1,20,11.3,6,116.8,74.0,37,0.46799999999999997,0.39799999999999996,37,0.312,0.862,25,27,4.8,5,0.462,0.302,13,46.0,46,0.53,8.6,10,0.48,24,41,0.5,0.42700000000000005,38,20,0.361,13,54,0.5770000000000001,0.47200000000000003,25,2020-12-26 17:00:00
46,PHI,109,a,NYK,1,0,48.8,20,11.1,6,94.8,72.9,35,0.528,0.466,41,0.25,0.727,16,19,9.6,9,0.35200000000000004,0.355,11,52.2,47,0.5579999999999999,10.9,12,0.526,30,30,0.434,0.386,32,23,0.276,8,43,0.478,0.444,24,2020-12-26 19:30:00
47,NYK,89,h,PHI,0,1,59.4,19,7.0,4,116.0,71.4,30,0.434,0.386,32,0.27699999999999997,0.7390000000000001,17,23,6.4,6,0.349,0.276,8,47.8,43,0.478,14.7,16,0.444,24,35,0.528,0.466,41,19,0.355,11,47,0.5579999999999999,0.526,30,2020-12-26 19:30:00
48,HOU,126,a,POR,0,1,60.0,27,8.8,5,119.2,74.4,32,0.58,0.517,45,0.368,0.7809999999999999,25,22,4.7,5,0.402,0.314,11,48.3,42,0.623,13.7,16,0.654,34,2,0.5539999999999999,0.625,5,0,0.6,3,3,0.5710000000000001,0.667,2,2020-12-26 22:00:00
49,POR,128,h,HOU,1,0,57.4,3,9.6,0,117.4,77.3,2,0.5539999999999999,0.625,5,0.225,,0,0,9.3,0,0.441,0.6,3,51.7,3,0.5710000000000001,10.4,2,0.667,2,32,0.58,0.517,45,22,0.314,11,42,0.623,0.654,34,2020-12-26 22:00:00
50,PHO,103,a,SAC,0,1,61.0,25,7.9,5,104.6,66.7,30,0.474,0.418,41,0.133,0.769,10,23,7.9,8,0.449,0.25,11,41.7,40,0.49700000000000005,9.6,11,0.556,30,41,0.483,0.45299999999999996,39,22,0.217,5,56,0.527,0.54,34,2020-12-26 22:00:00
51,SAC,106,h,PHO,1,0,51.3,20,16.7,9,101.6,80.4,41,0.483,0.45299999999999996,39,0.384,0.6970000000000001,23,22,3.9,4,0.267,0.217,5,58.3,56,0.527,15.2,18,0.54,34,30,0.474,0.418,41,23,0.25,11,40,0.49700000000000005,0.556,30,2020-12-26 22:00:00
52,TOR,114,a,SAS,0,1,72.7,32,13.6,9,114.3,72.0,36,0.536,0.45799999999999996,44,0.156,0.733,11,23,7.7,8,0.42700000000000005,0.366,15,46.5,46,0.556,9.7,11,0.527,29,39,0.54,0.47,47,20,0.41200000000000003,14,53,0.556,0.5,33,2020-12-26 20:30:00
53,SAS,119,h,TOR,1,0,76.6,36,5.5,3,109.5,79.6,39,0.54,0.47,47,0.16,0.688,11,20,3.8,4,0.34,0.41200000000000003,14,53.5,53,0.556,13.0,16,0.5,33,36,0.536,0.45799999999999996,44,23,0.366,15,46,0.556,0.527,29,2020-12-26 20:30:00
54,MIN,116,a,UTA,1,0,46.7,21,8.3,5,108.5,59.6,28,0.51,0.446,45,0.17800000000000002,0.722,13,28,8.8,9,0.287,0.44799999999999995,13,41.2,40,0.5329999999999999,7.6,9,0.444,32,38,0.436,0.38299999999999995,36,20,0.294,10,57,0.503,0.433,26,2020-12-26 21:00:00
55,UTA,111,h,MIN,0,1,41.7,15,5.6,4,113.4,76.0,38,0.436,0.38299999999999995,36,0.39399999999999996,0.784,29,20,4.9,5,0.36200000000000004,0.294,10,58.8,57,0.503,14.0,18,0.433,26,28,0.51,0.446,45,28,0.44799999999999995,13,40,0.5329999999999999,0.444,32,2020-12-26 21:00:00
56,ORL,130,a,WAS,1,0,52.1,25,0.0,0,108.7,86.0,43,0.563,0.505,48,0.305,0.7929999999999999,23,21,7.2,8,0.326,0.355,11,55.7,54,0.603,10.8,13,0.578,37,36,0.5529999999999999,0.484,46,25,0.35100000000000003,13,43,0.5589999999999999,0.569,33,2020-12-26 19:00:00
57,WAS,120,h,ORL,0,1,60.9,28,4.7,3,117.8,76.6,36,0.5529999999999999,0.484,46,0.295,0.536,15,25,4.5,5,0.389,0.35100000000000003,13,44.3,43,0.5589999999999999,11.5,14,0.569,33,43,0.563,0.505,48,21,0.355,11,54,0.603,0.578,37,2020-12-26 19:00:00
58,GSW,129,a,CHI,1,0,59.5,25,8.9,4,111.1,81.6,31,0.49,0.40399999999999997,42,0.28800000000000003,0.9,27,23,14.8,17,0.452,0.38299999999999995,18,43.2,41,0.55,9.3,12,0.42100000000000004,24,47,0.61,0.512,44,21,0.415,17,54,0.642,0.6,27,2020-12-27 20:00:00
59,CHI,128,h,GSW,0,1,61.4,27,10.5,6,111.9,82.5,47,0.61,0.512,44,0.36,0.742,23,21,3.5,4,0.47700000000000004,0.415,17,56.8,54,0.642,19.4,24,0.6,27,31,0.49,0.40399999999999997,42,23,0.38299999999999995,18,41,0.55,0.42100000000000004,24,2020-12-27 20:00:00
60,BRK,104,a,CHO,0,1,65.7,23,8.1,5,103.3,75.5,40,0.53,0.42700000000000005,35,0.305,0.68,17,17,3.9,4,0.573,0.36200000000000004,17,46.9,46,0.5589999999999999,17.0,19,0.514,18,39,0.5,0.44799999999999995,43,25,0.294,10,52,0.512,0.532,33,2020-12-27 19:00:00
61,CHO,106,h,BRK,1,0,81.4,35,8.6,3,101.4,86.7,39,0.5,0.44799999999999995,43,0.177,0.588,10,25,7.8,8,0.354,0.294,10,53.1,52,0.512,10.4,12,0.532,33,40,0.53,0.42700000000000005,35,17,0.36200000000000004,17,46,0.5589999999999999,0.514,18,2020-12-27 19:00:00
62,PHI,94,a,CLE,0,1,72.7,24,7.4,5,117.5,73.8,31,0.494,0.418,33,0.278,0.727,16,19,9.0,9,0.46799999999999997,0.324,12,46.4,39,0.53,19.1,21,0.5,21,34,0.5770000000000001,0.527,48,22,0.391,9,45,0.602,0.574,39,2020-12-27 19:30:00
63,CLE,118,h,PHI,1,0,64.6,31,14.3,6,93.6,81.0,34,0.5770000000000001,0.527,48,0.17600000000000002,0.813,13,22,12.9,13,0.253,0.391,9,53.6,45,0.602,14.0,16,0.574,39,31,0.494,0.418,33,19,0.324,12,39,0.53,0.5,21,2020-12-27 19:30:00
64,BOS,107,a,IND,0,1,52.5,21,11.3,7,107.6,81.0,34,0.563,0.506,40,0.304,0.75,18,17,13.0,13,0.29100000000000004,0.391,9,51.9,40,0.597,16.7,18,0.5539999999999999,31,29,0.551,0.511,45,20,0.26899999999999996,7,37,0.5710000000000001,0.613,38,2020-12-27 20:00:00
65,IND,108,h,BOS,1,0,51.1,23,12.5,7,106.6,82.9,29,0.551,0.511,45,0.17,0.733,11,20,11.0,11,0.295,0.26899999999999996,7,48.1,37,0.5710000000000001,14.5,16,0.613,38,34,0.563,0.506,40,17,0.391,9,40,0.597,0.5539999999999999,31,2020-12-27 20:00:00
66,DAL,124,a,LAC,1,0,58.1,25,4.7,2,80.3,89.6,43,0.575,0.494,43,0.31,0.889,24,14,11.0,10,0.47100000000000003,0.341,14,60.0,54,0.627,5.7,6,0.63,29,31,0.368,0.342,26,19,0.121,4,36,0.43,0.512,22,2020-12-27 15:30:00
67,LAC,73,h,DAL,0,1,50.0,13,4.3,2,136.3,73.8,31,0.368,0.342,26,0.263,0.85,17,19,2.2,2,0.434,0.121,4,40.0,36,0.43,12.4,12,0.512,22,43,0.575,0.494,43,14,0.341,14,54,0.627,0.63,29,2020-12-27 15:30:00
68,MIN,91,a,LAL,0,1,63.2,24,10.9,6,119.0,86.1,31,0.39799999999999996,0.369,38,0.136,0.643,9,24,10.3,11,0.34,0.171,6,51.1,48,0.41700000000000004,13.5,17,0.47100000000000003,32,41,0.628,0.556,50,19,0.371,13,46,0.648,0.6729999999999999,37,2020-12-27 22:00:00
69,LAL,127,h,MIN,1,0,64.0,32,20.6,14,85.3,70.7,41,0.628,0.556,50,0.2,0.778,14,19,5.6,6,0.389,0.371,13,48.9,46,0.648,14.8,17,0.6729999999999999,37,31,0.39799999999999996,0.369,38,24,0.171,6,48,0.41700000000000004,0.47100000000000003,32,2020-12-27 22:00:00
70,SAS,95,a,NOP,0,1,68.4,26,14.3,10,97.2,76.8,43,0.489,0.42700000000000005,38,0.09,1.0,8,23,5.0,5,0.40399999999999997,0.306,11,45.6,47,0.513,14.0,15,0.509,27,43,0.41,0.38299999999999995,36,16,0.20800000000000002,5,56,0.45899999999999996,0.44299999999999995,31,2020-12-27 19:00:00
71,NOP,98,h,SAS,1,0,41.7,15,7.5,4,94.2,91.5,43,0.41,0.38299999999999995,36,0.309,0.7240000000000001,21,16,10.9,11,0.255,0.20800000000000002,5,54.4,56,0.45899999999999996,7.0,8,0.44299999999999995,31,43,0.489,0.42700000000000005,38,23,0.306,11,47,0.513,0.509,27,2020-12-27 19:00:00
72,MIL,110,a,NYK,0,1,58.5,24,8.6,5,129.4,77.1,27,0.46799999999999997,0.43200000000000005,41,0.305,0.7240000000000001,21,21,7.0,7,0.4,0.184,7,48.9,44,0.51,9.3,11,0.596,34,38,0.635,0.541,46,23,0.593,16,46,0.6709999999999999,0.517,30,2020-12-27 19:30:00
73,NYK,130,h,MIL,1,0,58.7,27,7.0,4,109.5,69.1,38,0.635,0.541,46,0.318,0.815,22,23,5.0,5,0.318,0.593,16,51.1,46,0.6709999999999999,13.4,15,0.517,30,27,0.46799999999999997,0.43200000000000005,41,21,0.184,7,44,0.51,0.596,34,2020-12-27 19:30:00
74,PHO,116,a,SAC,1,0,73.9,34,5.7,3,102.2,92.3,36,0.564,0.489,46,0.11699999999999999,0.909,10,20,6.1,6,0.37200000000000005,0.4,14,53.0,44,0.5870000000000001,8.3,9,0.542,32,36,0.539,0.474,36,23,0.435,10,39,0.575,0.491,26,2020-12-27 21:00:00
75,SAC,100,h,PHO,0,1,58.3,21,6.8,4,118.5,81.8,36,0.539,0.474,36,0.32899999999999996,0.72,18,23,5.1,5,0.303,0.435,10,47.0,39,0.575,14.7,15,0.491,26,36,0.564,0.489,46,20,0.4,14,44,0.5870000000000001,0.542,32,2020-12-27 21:00:00
76,ORL,120,a,WAS,1,0,51.4,19,4.6,3,114.1,72.3,34,0.488,0.435,37,0.447,0.9740000000000001,37,14,6.1,6,0.294,0.36,9,48.9,45,0.59,9.0,10,0.467,28,34,0.526,0.485,47,26,0.25,8,47,0.55,0.6,39,2020-12-27 19:00:00
77,WAS,113,h,ORL,0,1,57.4,27,6.7,4,121.2,75.6,34,0.526,0.485,47,0.134,0.846,11,26,6.1,6,0.33,0.25,8,51.1,47,0.55,11.2,13,0.6,39,34,0.488,0.435,37,14,0.36,9,45,0.59,0.467,28,2020-12-27 19:00:00
78,DET,120,a,ATL,0,1,55.8,24,10.0,4,130.8,79.5,31,0.505,0.439,43,0.245,0.875,21,25,7.2,7,0.418,0.317,13,51.6,48,0.5529999999999999,6.9,8,0.526,30,37,0.61,0.488,40,22,0.47600000000000003,20,45,0.6659999999999999,0.5,20,2020-12-28 19:30:00
79,ATL,128,h,DET,1,0,75.0,30,12.3,7,122.7,68.5,37,0.61,0.488,40,0.39,0.875,28,22,5.1,5,0.512,0.47600000000000003,20,48.4,45,0.6659999999999999,11.9,13,0.5,20,31,0.505,0.439,43,25,0.317,13,48,0.5529999999999999,0.526,30,2020-12-28 19:30:00
80,MEM,116,a,BRK,1,0,47.6,20,6.9,4,101.5,75.5,40,0.48,0.429,42,0.29600000000000004,0.759,22,17,9.1,10,0.29600000000000004,0.345,10,52.8,56,0.524,14.6,19,0.46399999999999997,32,5,0.48,0.3,3,1,0.0,0,7,0.516,0.33299999999999996,3,2020-12-28 19:30:00
81,BRK,111,h,MEM,0,1,68.3,0,8.7,1,106.0,69.8,5,0.48,0.3,3,0.17,0.667,4,1,11.9,3,0.42,0.0,0,47.2,7,0.516,13.7,2,0.33299999999999996,3,40,0.48,0.429,42,17,0.345,10,56,0.524,0.46399999999999997,32,2020-12-28 19:30:00
82,HOU,111,a,DEN,0,1,64.1,25,5.4,3,119.5,75.0,33,0.547,0.45299999999999996,39,0.267,0.7390000000000001,17,25,7.7,8,0.45299999999999996,0.41,16,42.2,38,0.5770000000000001,13.5,15,0.489,23,41,0.609,0.529,46,18,0.452,14,52,0.613,0.5710000000000001,32,2020-12-28 21:00:00
83,DEN,124,h,HOU,1,0,67.4,31,14.9,7,107.0,89.1,41,0.609,0.529,46,0.368,0.563,18,18,7.7,8,0.35600000000000004,0.452,14,57.8,52,0.613,12.2,14,0.5710000000000001,32,33,0.547,0.45299999999999996,39,25,0.41,16,38,0.5770000000000001,0.489,23,2020-12-28 21:00:00
