,team_abbr,score,h/a,opp,game_won,game_lost,assist_percentage,assists,block_percentage,blocks,defensive_rating,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,free_throws,personal_fouls,steal_percentage,steals,three_point_attempt_rate,three_point_field_goal_percentage,three_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_field_goal_percentage,two_point_field_goals,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_field_goals,opp_personal_fouls,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_true_shooting_percentage,opp_two_point_field_goal_percentage,opp_two_point_field_goals,date
291,NYK,89,h,DEN,0,1,59.4,19,2.0,1,124.5,77.8,28,0.473,0.43200000000000005,32,0.33799999999999997,0.76,19,15,4.4,4,0.284,0.28600000000000003,6,45.6,36,0.524,15.8,16,0.491,26,35,0.625,0.536,45,25,0.429,15,43,0.638,0.612,30,2021-01-10 18:00:00
292,PHI,94,a,ATL,0,1,54.1,20,21.8,12,113.6,74.5,41,0.446,0.402,37,0.141,0.9229999999999999,12,17,2.0,2,0.391,0.222,8,46.3,50,0.48100000000000004,8.4,9,0.518,29,44,0.46,0.374,37,13,0.386,17,58,0.505,0.364,20,2021-01-11 19:30:00
293,ATL,112,h,PHI,1,0,54.1,20,5.4,3,95.4,83.0,44,0.46,0.374,37,0.273,0.778,21,13,7.1,7,0.444,0.386,17,53.7,58,0.505,6.7,8,0.364,20,41,0.446,0.402,37,17,0.222,8,50,0.48100000000000004,0.518,29,2021-01-11 19:30:00
294,NYK,88,a,CHO,0,1,58.8,20,13.0,6,120.1,86.5,32,0.44299999999999995,0.391,34,0.195,0.647,11,23,6.6,6,0.425,0.243,9,57.0,49,0.466,14.5,16,0.5,25,32,0.5710000000000001,0.48700000000000004,38,13,0.406,13,37,0.618,0.5429999999999999,25,2021-01-11 19:00:00
295,CHO,109,h,NYK,1,0,73.7,28,16.0,8,96.9,65.3,32,0.5710000000000001,0.48700000000000004,38,0.295,0.87,20,13,8.8,8,0.41,0.406,13,43.0,37,0.618,10.2,10,0.5429999999999999,25,32,0.44299999999999995,0.391,34,23,0.243,9,49,0.466,0.5,25,2021-01-11 19:00:00
296,MEM,101,a,CLE,1,0,80.0,32,10.7,6,97.3,76.7,33,0.545,0.513,40,0.26899999999999996,0.762,16,17,10.7,10,0.256,0.25,5,50.0,40,0.579,14.7,15,0.603,35,30,0.518,0.451,37,21,0.423,11,40,0.516,0.46399999999999997,26,2021-01-11 19:00:00
297,CLE,91,h,MEM,0,1,54.1,20,12.1,7,108.0,81.1,30,0.518,0.451,37,0.171,0.429,6,21,11.8,11,0.317,0.423,11,50.0,40,0.516,16.2,17,0.46399999999999997,26,33,0.545,0.513,40,17,0.25,5,40,0.579,0.603,35,2021-01-11 19:00:00
298,MIL,121,a,ORL,1,0,54.3,25,11.7,7,100.9,68.1,32,0.5770000000000001,0.505,46,0.22,0.8,16,17,15.3,15,0.385,0.371,13,49.4,43,0.606,12.3,14,0.589,33,29,0.489,0.429,39,13,0.355,11,44,0.512,0.467,28,2021-01-11 19:00:00
299,ORL,99,h,MIL,0,1,61.5,24,7.1,4,123.3,72.5,29,0.489,0.429,39,0.14300000000000002,0.769,10,13,5.1,5,0.341,0.355,11,50.6,44,0.512,15.7,18,0.467,28,32,0.5770000000000001,0.505,46,17,0.371,13,43,0.606,0.589,33,2021-01-11 19:00:00
300,TOR,111,a,POR,0,1,67.5,27,12.2,5,113.7,81.8,36,0.556,0.449,40,0.135,1.0,12,22,6.1,6,0.528,0.40399999999999997,19,50.6,43,0.589,13.7,15,0.5,21,34,0.542,0.45799999999999996,38,14,0.33299999999999996,14,42,0.596,0.585,24,2021-01-11 22:00:00
301,POR,112,h,TOR,1,0,47.4,18,14.3,6,112.6,82.9,34,0.542,0.45799999999999996,38,0.301,0.88,22,14,9.1,9,0.506,0.33299999999999996,14,49.4,42,0.596,12.1,13,0.585,24,36,0.556,0.449,40,22,0.40399999999999997,19,43,0.589,0.5,21,2021-01-11 22:00:00
302,IND,122,a,SAC,0,1,55.3,26,5.8,3,122.2,79.4,27,0.552,0.485,47,0.18600000000000003,0.833,15,21,13.5,14,0.402,0.33299999999999996,13,45.7,37,0.581,10.3,12,0.586,34,37,0.649,0.56,47,17,0.469,15,44,0.675,0.615,32,2021-01-11 22:00:00
303,SAC,127,h,IND,1,0,61.7,29,15.5,9,117.4,78.7,37,0.649,0.56,47,0.27399999999999997,0.7829999999999999,18,17,5.8,6,0.381,0.469,15,54.3,44,0.675,16.1,18,0.615,32,27,0.552,0.485,47,21,0.33299999999999996,13,37,0.581,0.586,34,2021-01-11 22:00:00
304,PHO,107,a,WAS,0,1,53.8,21,10.3,6,132.8,70.8,34,0.47100000000000003,0.44799999999999995,39,0.345,0.833,25,22,3.1,3,0.31,0.14800000000000002,4,44.2,42,0.534,5.6,6,0.583,35,39,0.603,0.522,48,23,0.441,15,53,0.613,0.569,33,2021-01-11 19:00:00
305,WAS,128,h,PHO,1,0,60.4,29,5.0,3,111.0,83.0,39,0.603,0.522,48,0.304,0.607,17,23,3.1,3,0.37,0.441,15,55.8,53,0.613,6.3,7,0.569,33,34,0.47100000000000003,0.44799999999999995,39,22,0.14800000000000002,4,42,0.534,0.583,35,2021-01-11 19:00:00
306,DEN,116,a,BRK,0,1,63.6,28,10.6,5,127.2,74.2,23,0.602,0.5,44,0.182,0.625,10,18,12.5,12,0.42,0.486,18,43.8,32,0.61,12.0,13,0.51,26,33,0.7090000000000001,0.608,48,18,0.5,16,41,0.713,0.6809999999999999,32,2021-01-12 19:30:00
307,BRK,122,h,DEN,1,0,64.6,31,11.8,6,121.0,78.6,33,0.7090000000000001,0.608,48,0.19,0.667,10,18,6.3,6,0.405,0.5,16,56.2,41,0.713,17.4,18,0.6809999999999999,32,23,0.602,0.5,44,18,0.486,18,32,0.61,0.51,26,2021-01-12 19:30:00
308,UTA,117,a,CLE,1,0,61.9,26,13.6,8,93.3,76.0,38,0.643,0.5,42,0.14300000000000002,0.75,9,16,8.6,8,0.536,0.5329999999999999,24,54.5,48,0.655,15.2,16,0.462,18,28,0.433,0.389,35,13,0.258,8,40,0.452,0.45799999999999996,27,2021-01-12 19:30:00
309,CLE,87,h,UTA,0,1,65.7,23,10.3,4,125.5,73.7,28,0.433,0.389,35,0.156,0.643,9,13,7.5,7,0.344,0.258,8,45.5,40,0.452,11.1,12,0.45799999999999996,27,38,0.643,0.5,42,16,0.5329999999999999,24,48,0.655,0.462,18,2021-01-12 19:30:00
310,IND,104,a,GSW,1,0,66.7,26,17.6,9,94.2,80.0,40,0.494,0.44299999999999995,39,0.284,0.68,17,17,8.9,9,0.318,0.321,9,52.1,50,0.525,12.4,14,0.5,30,36,0.455,0.382,34,21,0.342,13,46,0.48100000000000004,0.41200000000000003,21,2021-01-12 22:30:00
311,GSW,95,h,IND,0,1,73.5,25,13.3,8,103.2,78.3,36,0.455,0.382,34,0.247,0.636,14,21,7.9,8,0.42700000000000005,0.342,13,47.9,46,0.48100000000000004,13.2,15,0.41200000000000003,21,40,0.494,0.44299999999999995,39,17,0.321,9,50,0.525,0.5,30,2021-01-12 22:30:00
312,LAL,117,a,HOU,1,0,61.9,26,21.1,12,96.1,81.5,44,0.583,0.5,42,0.321,0.7040000000000001,19,18,9.6,10,0.381,0.43799999999999994,14,56.7,55,0.61,17.3,20,0.5379999999999999,28,32,0.45399999999999996,0.392,38,19,0.3,12,42,0.48100000000000004,0.456,26,2021-01-12 20:00:00
313,HOU,100,h,LAL,0,1,60.5,23,9.6,5,112.5,74.4,32,0.45399999999999996,0.392,38,0.165,0.75,12,19,13.5,14,0.41200000000000003,0.3,12,43.3,42,0.48100000000000004,11.1,13,0.456,26,44,0.583,0.5,42,18,0.43799999999999994,14,55,0.61,0.5379999999999999,28,2021-01-12 20:00:00
314,SAS,112,a,OKC,1,0,63.4,26,8.8,5,102.0,84.8,39,0.484,0.43200000000000005,41,0.23199999999999998,0.909,20,20,8.0,8,0.368,0.28600000000000003,10,46.9,46,0.535,3.7,4,0.517,31,45,0.47600000000000003,0.434,36,20,0.26899999999999996,7,52,0.5329999999999999,0.509,29,2021-01-12 20:00:00
315,OKC,102,h,SAS,0,1,50.0,18,8.3,5,112.0,86.5,45,0.47600000000000003,0.434,36,0.349,0.7929999999999999,23,20,1.0,1,0.313,0.26899999999999996,7,53.1,52,0.5329999999999999,12.0,13,0.509,29,39,0.484,0.43200000000000005,41,20,0.28600000000000003,10,46,0.535,0.517,31,2021-01-12 20:00:00
316,MIA,134,a,PHI,0,1,56.3,27,8.5,4,121.6,66.7,32,0.5529999999999999,0.462,48,0.231,0.792,19,21,5.3,6,0.5379999999999999,0.33899999999999997,19,46.9,46,0.585,13.6,18,0.604,29,2,0.583,0.308,4,5,0.16699999999999998,1,5,0.606,0.429,3,2021-01-12 19:00:00
317,PHI,137,h,MIA,1,0,64.0,0,12.5,1,119.0,72.0,2,0.583,0.308,4,0.245,0.833,5,5,8.9,0,0.539,0.16699999999999998,1,53.1,5,0.606,13.1,0,0.429,3,32,0.5529999999999999,0.462,48,21,0.33899999999999997,19,46,0.585,0.604,29,2021-01-12 19:00:00
318,DAL,104,a,CHO,1,0,55.0,22,19.4,12,94.9,73.2,41,0.495,0.41700000000000004,40,0.16699999999999998,0.563,9,15,8.2,8,0.479,0.326,15,50.5,54,0.505,8.8,10,0.5,25,38,0.43,0.38,38,17,0.263,10,53,0.43799999999999994,0.452,28,2021-01-13 19:00:00
319,CHO,93,h,DAL,0,1,68.4,26,14.0,7,106.1,74.5,38,0.43,0.38,38,0.14,0.5,7,17,8.2,8,0.38,0.263,10,49.5,53,0.43799999999999994,9.4,11,0.452,28,41,0.495,0.41700000000000004,40,15,0.326,15,54,0.505,0.5,25,2021-01-13 19:00:00
320,MIL,110,a,DET,1,0,75.6,31,15.8,9,103.4,74.5,38,0.594,0.48200000000000004,41,0.165,0.643,9,20,10.2,10,0.506,0.442,19,50.5,48,0.603,13.3,14,0.524,22,34,0.467,0.391,36,19,0.4,14,47,0.49700000000000005,0.386,22,2021-01-13 19:00:00
321,DET,101,h,MIL,0,1,69.4,25,7.1,3,112.6,77.3,34,0.467,0.391,36,0.239,0.682,15,19,8.2,8,0.38,0.4,14,49.5,47,0.49700000000000005,13.6,16,0.386,22,38,0.594,0.48200000000000004,41,20,0.442,19,48,0.603,0.524,22,2021-01-13 19:00:00
322,NOP,106,a,LAC,0,1,42.9,18,10.8,4,122.1,92.3,36,0.534,0.47700000000000004,42,0.182,0.75,12,19,4.4,4,0.318,0.35700000000000004,10,57.1,48,0.5579999999999999,8.7,9,0.5329999999999999,32,33,0.595,0.473,35,16,0.486,18,36,0.6459999999999999,0.45899999999999996,17,2021-01-13 22:00:00
323,LAC,111,h,NOP,1,0,74.3,26,10.0,6,116.6,73.3,33,0.595,0.473,35,0.365,0.852,23,16,4.4,4,0.5,0.486,18,42.9,36,0.6459999999999999,10.4,10,0.45899999999999996,17,36,0.534,0.47700000000000004,42,19,0.35700000000000004,10,48,0.5579999999999999,0.5329999999999999,32,2021-01-13 22:00:00
324,MEM,118,a,MIN,1,0,66.0,33,9.4,5,107.8,74.4,32,0.509,0.47200000000000003,50,0.12300000000000001,0.769,10,24,11.1,11,0.23600000000000002,0.32,8,49.5,47,0.528,5.9,7,0.519,42,37,0.483,0.433,39,18,0.243,9,48,0.532,0.5660000000000001,30,2021-01-13 20:00:00
325,MIN,107,h,MEM,0,1,69.2,27,7.4,6,118.9,71.2,37,0.483,0.433,39,0.267,0.833,20,18,3.0,3,0.41100000000000003,0.243,9,50.5,48,0.532,10.7,12,0.5660000000000001,30,32,0.509,0.47200000000000003,50,24,0.32,8,47,0.528,0.519,42,2021-01-13 20:00:00
326,BRK,116,a,NYK,1,0,65.9,29,7.8,5,119.7,73.9,34,0.5710000000000001,0.484,44,0.187,0.706,12,12,3.3,3,0.44,0.4,16,51.7,46,0.589,5.7,6,0.5489999999999999,28,31,0.5379999999999999,0.478,44,16,0.39299999999999996,11,43,0.56,0.516,33,2021-01-13 19:30:00
327,NYK,109,h,BRK,0,1,50.0,22,5.9,3,127.4,72.1,31,0.5379999999999999,0.478,44,0.13,0.833,10,16,4.4,4,0.304,0.39299999999999996,11,48.3,43,0.56,8.5,9,0.516,33,34,0.5710000000000001,0.484,44,12,0.4,16,46,0.589,0.5489999999999999,28,2021-01-13 19:30:00
328,LAL,128,a,OKC,1,0,55.3,26,10.9,6,102.2,80.9,38,0.584,0.495,47,0.23199999999999998,0.773,17,16,6.2,6,0.389,0.45899999999999996,17,54.3,50,0.611,7.9,9,0.517,30,33,0.488,0.43,37,21,0.32299999999999995,10,42,0.525,0.491,27,2021-01-13 20:00:00
329,OKC,99,h,LAL,0,1,62.2,23,10.3,6,132.2,73.3,33,0.488,0.43,37,0.221,0.789,15,21,4.1,4,0.36,0.32299999999999995,10,45.7,42,0.525,10.4,11,0.491,27,38,0.584,0.495,47,16,0.45899999999999996,17,50,0.611,0.517,30,2021-01-13 20:00:00
330,POR,132,a,SAC,1,0,63.6,28,17.4,8,130.4,76.5,26,0.617,0.489,44,0.3,0.778,21,24,9.3,9,0.5329999999999999,0.479,23,47.5,38,0.648,7.3,8,0.5,21,34,0.637,0.524,44,18,0.5,19,42,0.66,0.5429999999999999,25,2021-01-13 22:00:00
331,SAC,126,h,POR,0,1,79.5,35,4.8,2,136.6,73.9,34,0.637,0.524,44,0.31,0.731,19,18,4.1,4,0.452,0.5,19,52.5,42,0.66,12.0,13,0.5429999999999999,25,26,0.617,0.489,44,24,0.479,23,38,0.648,0.5,21,2021-01-13 22:00:00
332,GSW,104,a,DEN,0,1,76.3,29,7.5,4,110.0,79.2,38,0.537,0.469,38,0.29600000000000004,0.708,17,25,8.7,9,0.358,0.379,11,46.2,43,0.568,17.2,19,0.519,27,40,0.517,0.456,41,23,0.297,11,50,0.5589999999999999,0.5660000000000001,30,2021-01-14 22:00:00
333,DEN,114,h,GSW,1,0,70.7,29,9.6,5,100.3,88.9,40,0.517,0.456,41,0.3,0.778,21,23,10.6,11,0.41100000000000003,0.297,11,53.8,50,0.5589999999999999,11.3,13,0.5660000000000001,30,38,0.537,0.469,38,25,0.379,11,43,0.568,0.519,27,2021-01-14 22:00:00
334,MIA,108,a,PHI,0,1,70.0,28,2.2,1,121.7,86.5,32,0.568,0.494,40,0.321,0.615,16,19,3.9,4,0.42,0.353,12,53.9,41,0.584,17.8,20,0.596,28,30,0.64,0.537,44,22,0.45899999999999996,17,35,0.675,0.6,27,2021-01-14 19:00:00
335,PHI,125,h,MIA,1,0,61.4,27,6.4,3,105.2,76.9,30,0.64,0.537,44,0.293,0.833,20,22,14.6,15,0.451,0.45899999999999996,17,46.1,35,0.675,16.3,18,0.6,27,32,0.568,0.494,40,19,0.353,12,41,0.584,0.596,28,2021-01-14 19:00:00
336,IND,111,a,POR,1,0,65.9,29,11.4,5,92.5,72.5,37,0.527,0.478,44,0.196,0.778,14,13,11.7,11,0.326,0.3,9,53.8,50,0.555,10.7,12,0.565,35,29,0.44299999999999995,0.368,32,22,0.302,13,43,0.47600000000000003,0.43200000000000005,19,2021-01-14 22:00:00
337,POR,87,h,IND,0,1,50.0,16,8.1,5,118.0,69.0,29,0.44299999999999995,0.368,32,0.115,1.0,10,22,8.5,8,0.494,0.302,13,46.2,43,0.47600000000000003,16.5,18,0.43200000000000005,19,37,0.527,0.478,44,13,0.3,9,50,0.555,0.565,35,2021-01-14 22:00:00
338,HOU,109,a,SAS,1,0,59.5,25,9.8,6,106.3,79.6,39,0.564,0.488,42,0.221,0.632,12,16,6.1,6,0.384,0.39399999999999996,13,54.4,49,0.578,16.0,18,0.547,29,31,0.505,0.457,42,17,0.29,9,41,0.53,0.541,33,2021-01-14 19:30:00
339,SAS,105,h,HOU,0,1,61.9,26,7.5,4,110.3,75.6,31,0.505,0.457,42,0.174,0.75,12,17,10.1,10,0.337,0.29,9,45.6,41,0.53,9.2,10,0.541,33,39,0.564,0.488,42,16,0.39399999999999996,13,49,0.578,0.547,29,2021-01-14 19:30:00
340,CHO,108,a,TOR,0,1,76.2,32,13.2,5,118.1,69.8,30,0.569,0.483,42,0.138,0.75,9,15,11.7,11,0.402,0.429,15,52.4,44,0.585,16.3,18,0.519,27,27,0.568,0.455,40,16,0.4,20,40,0.5920000000000001,0.526,20,2021-01-14 19:30:00
341,TOR,111,h,CHO,1,0,82.5,33,11.5,6,114.9,65.9,27,0.568,0.455,40,0.14800000000000002,0.846,11,16,13.8,13,0.568,0.4,20,47.6,40,0.5920000000000001,15.4,17,0.526,20,30,0.569,0.483,42,15,0.429,15,44,0.585,0.519,27,2021-01-14 19:30:00
342,ORL,97,a,BOS,0,1,36.8,14,2.2,1,127.0,83.8,31,0.441,0.40399999999999997,38,0.23399999999999999,0.636,14,16,5.1,5,0.298,0.25,7,50.5,46,0.46799999999999997,9.6,11,0.47,31,39,0.608,0.511,45,18,0.405,17,45,0.643,0.609,28,2021-01-15 19:30:00
343,BOS,124,h,ORL,1,0,55.6,25,6.1,4,99.3,72.2,39,0.608,0.511,45,0.21600000000000003,0.895,17,18,7.2,7,0.47700000000000004,0.405,17,49.5,45,0.643,9.4,10,0.609,28,31,0.441,0.40399999999999997,38,16,0.25,7,46,0.46799999999999997,0.47,31,2021-01-15 19:30:00
344,NYK,103,a,CLE,0,1,50.0,20,19.2,10,113.8,69.6,32,0.5429999999999999,0.488,40,0.195,0.875,14,21,9.7,9,0.305,0.36,9,44.8,39,0.578,11.9,12,0.544,31,34,0.513,0.456,36,18,0.33299999999999996,9,48,0.564,0.519,27,2021-01-15 19:30:00
345,CLE,106,h,NYK,1,0,72.2,26,10.5,6,110.6,82.9,34,0.513,0.456,36,0.43,0.735,25,18,9.7,9,0.342,0.33299999999999996,9,55.2,48,0.564,13.8,15,0.519,27,32,0.5429999999999999,0.488,40,21,0.36,9,39,0.578,0.544,31,2021-01-15 19:30:00
346,NOP,95,a,LAL,0,1,53.7,22,8.9,5,116.8,74.0,37,0.529,0.47700000000000004,41,0.09300000000000001,0.5,4,21,3.1,3,0.337,0.31,9,51.6,47,0.531,18.3,20,0.561,32,31,0.5,0.419,39,16,0.405,15,44,0.536,0.429,24,2021-01-15 22:00:00
347,LAL,112,h,NOP,1,0,79.5,31,10.5,6,99.0,75.6,31,0.5,0.419,39,0.28,0.731,19,16,11.5,11,0.39799999999999996,0.405,15,48.4,44,0.536,5.4,6,0.429,24,37,0.529,0.47700000000000004,41,21,0.31,9,47,0.531,0.561,32,2021-01-15 22:00:00
348,DAL,109,a,MIL,0,1,48.9,22,10.2,6,112.4,71.4,40,0.531,0.46399999999999997,45,0.134,0.462,6,23,5.0,5,0.371,0.361,13,47.2,51,0.531,8.1,9,0.525,32,41,0.521,0.44799999999999995,43,14,0.37799999999999995,14,57,0.523,0.49200000000000005,29,2021-01-15 19:30:00
349,MIL,112,h,DAL,1,0,51.2,22,4.9,3,109.4,78.8,41,0.521,0.44799999999999995,43,0.26,0.48,12,14,5.0,5,0.385,0.37799999999999995,14,52.8,57,0.523,8.5,10,0.49200000000000005,29,40,0.531,0.46399999999999997,45,23,0.361,13,51,0.531,0.525,32,2021-01-15 19:30:00
350,CHI,125,a,OKC,0,1,62.8,27,13.3,8,109.2,87.0,47,0.588,0.473,43,0.275,0.72,18,25,4.3,5,0.505,0.457,21,56.0,56,0.613,19.0,24,0.489,22,2,0.529,0.222,2,3,0.33299999999999996,2,3,0.5489999999999999,0.0,0,2021-01-15 20:00:00
351,OKC,127,h,CHI,1,0,54.2,1,4.4,0,107.5,80.4,2,0.529,0.222,2,0.22899999999999998,0.5,1,3,10.3,1,0.429,0.33299999999999996,2,44.0,3,0.5489999999999999,8.7,1,0.0,0,47,0.588,0.473,43,25,0.457,21,56,0.613,0.489,22,2021-01-15 20:00:00
352,LAC,138,a,SAC,1,0,55.8,29,5.1,3,106.2,79.5,35,0.685,0.584,52,0.225,0.8,16,19,10.6,10,0.39299999999999996,0.514,18,59.5,47,0.706,8.4,9,0.63,34,23,0.518,0.47100000000000003,40,16,0.308,8,32,0.541,0.542,32,2021-01-15 22:00:00
353,SAC,100,h,LAC,0,1,57.5,23,3.7,2,146.5,65.7,23,0.518,0.47100000000000003,40,0.2,0.706,12,16,4.2,4,0.306,0.308,8,40.5,32,0.541,13.1,14,0.542,32,35,0.685,0.584,52,19,0.514,18,47,0.706,0.63,34,2021-01-15 22:00:00
354,ATL,92,a,UTA,0,1,55.3,21,2.1,1,112.5,73.3,33,0.44,0.413,38,0.163,0.733,11,16,5.8,6,0.304,0.179,5,43.6,41,0.467,13.2,15,0.516,33,41,0.5760000000000001,0.467,43,18,0.455,20,53,0.591,0.479,23,2021-01-15 21:00:00
355,UTA,116,h,ATL,1,0,62.8,27,9.4,6,89.2,83.7,41,0.5760000000000001,0.467,43,0.152,0.7140000000000001,10,18,6.8,7,0.478,0.455,20,56.4,53,0.591,16.2,19,0.479,23,33,0.44,0.413,38,16,0.179,5,41,0.467,0.516,33,2021-01-15 21:00:00
356,ORL,115,a,BRK,0,1,63.6,28,9.3,4,119.0,87.9,29,0.537,0.46299999999999997,44,0.168,0.813,13,19,12.7,13,0.484,0.304,14,48.1,38,0.564,10.5,12,0.612,30,37,0.6409999999999999,0.5379999999999999,42,14,0.457,16,41,0.685,0.605,26,2021-01-16 18:00:00
357,BRK,122,h,ORL,1,0,57.1,24,10.2,5,112.2,80.4,37,0.6409999999999999,0.5379999999999999,42,0.321,0.88,22,14,8.8,9,0.449,0.457,16,51.9,41,0.685,17.6,19,0.605,26,29,0.537,0.46299999999999997,44,19,0.304,14,38,0.564,0.612,30,2021-01-16 18:00:00
358,PHI,104,a,MEM,0,1,62.2,23,15.7,11,102.7,77.6,38,0.48200000000000004,0.44,37,0.381,0.7190000000000001,23,17,4.8,5,0.298,0.28,7,55.2,53,0.53,18.3,22,0.508,30,32,0.475,0.434,43,25,0.276,8,43,0.496,0.5,35,2021-01-16 20:00:00
359,MEM,106,h,PHI,1,0,62.8,27,5.1,3,100.7,68.1,32,0.475,0.434,43,0.182,0.667,12,25,14.5,15,0.293,0.276,8,44.8,43,0.496,9.3,11,0.5,35,38,0.48200000000000004,0.44,37,17,0.28,7,53,0.53,0.508,30,2021-01-16 20:00:00
360,DET,120,a,MIA,1,0,73.9,34,21.1,8,105.9,85.3,29,0.604,0.505,46,0.165,0.667,10,28,9.5,9,0.505,0.391,18,55.7,39,0.615,10.1,11,0.622,28,26,0.5670000000000001,0.478,32,21,0.414,12,31,0.634,0.526,20,2021-01-16 20:00:00
361,MIA,100,h,DET,0,1,78.1,25,11.1,5,127.0,72.2,26,0.5670000000000001,0.478,32,0.40299999999999997,0.889,24,21,1.1,1,0.433,0.414,12,44.3,31,0.634,21.8,22,0.526,20,29,0.604,0.505,46,28,0.391,18,39,0.615,0.622,28,2021-01-16 20:00:00
362,ATL,106,a,POR,0,1,63.2,24,10.2,6,111.3,70.7,41,0.47100000000000003,0.43700000000000006,38,0.322,0.857,24,22,4.0,4,0.345,0.2,6,46.6,48,0.534,11.6,13,0.561,32,38,0.461,0.38799999999999996,40,20,0.341,15,55,0.501,0.424,25,2021-01-16 22:00:00
363,POR,112,h,ATL,1,0,45.0,18,14.0,8,105.3,84.4,38,0.461,0.38799999999999996,40,0.19399999999999998,0.85,17,20,6.0,6,0.42700000000000005,0.341,15,53.4,55,0.501,5.9,7,0.424,25,41,0.47100000000000003,0.43700000000000006,38,22,0.2,6,48,0.534,0.561,32,2021-01-16 22:00:00
364,HOU,91,a,SAS,0,1,64.5,20,11.8,9,100.2,69.6,39,0.44,0.369,31,0.321,0.63,17,20,5.8,6,0.381,0.375,12,46.8,51,0.475,18.7,22,0.365,19,41,0.425,0.4,40,21,0.20800000000000002,5,58,0.46799999999999997,0.461,35,2021-01-16 17:00:00
365,SAS,103,h,HOU,1,0,47.5,19,13.5,7,88.5,77.4,41,0.425,0.4,40,0.23,0.7829999999999999,18,21,9.7,10,0.24,0.20800000000000002,5,53.2,58,0.46799999999999997,9.8,12,0.461,35,39,0.44,0.369,31,20,0.375,12,51,0.475,0.365,19,2021-01-16 17:00:00
366,CHO,113,a,TOR,0,1,68.4,26,13.5,5,114.7,83.7,36,0.523,0.43700000000000006,38,0.33299999999999996,0.759,22,20,5.9,6,0.414,0.41700000000000004,15,52.7,48,0.5660000000000001,12.3,14,0.451,23,36,0.541,0.419,36,22,0.429,21,43,0.595,0.405,15,2021-01-16 19:30:00
367,TOR,116,h,CHO,1,0,77.8,28,15.7,8,111.8,75.0,36,0.541,0.419,36,0.302,0.885,23,22,4.9,5,0.57,0.429,21,47.3,43,0.595,13.3,15,0.405,15,36,0.523,0.43700000000000006,38,20,0.41700000000000004,15,48,0.5660000000000001,0.451,23,2021-01-16 19:30:00
368,NYK,105,a,BOS,1,0,57.9,22,18.4,7,79.0,75.4,43,0.55,0.475,38,0.263,0.81,17,28,11.6,11,0.38799999999999996,0.387,12,55.2,53,0.588,15.2,16,0.531,26,29,0.33899999999999997,0.298,25,22,0.152,7,43,0.38799999999999996,0.474,18,2021-01-17 13:00:00
369,BOS,75,h,NYK,0,1,60.0,15,4.1,2,110.5,74.4,29,0.33899999999999997,0.298,25,0.345,0.621,18,22,10.5,10,0.5479999999999999,0.152,7,44.8,43,0.38799999999999996,14.9,17,0.474,18,43,0.55,0.475,38,28,0.387,12,53,0.588,0.531,26,2021-01-17 13:00:00
370,CHI,117,a,DAL,1,0,74.4,32,9.7,6,96.3,77.8,42,0.547,0.506,43,0.38799999999999996,0.727,24,23,13.3,14,0.294,0.28,7,50.0,47,0.588,11.6,13,0.6,36,35,0.484,0.441,41,23,0.258,8,47,0.498,0.532,33,2021-01-17 15:00:00
371,DAL,101,h,CHI,0,1,43.9,18,3.3,2,111.5,87.5,35,0.484,0.441,41,0.204,0.579,11,23,5.7,6,0.33299999999999996,0.258,8,50.0,47,0.498,13.6,16,0.532,33,42,0.547,0.506,43,23,0.28,7,47,0.588,0.6,36,2021-01-17 15:00:00
372,UTA,109,a,DEN,1,0,61.5,24,9.5,6,117.2,55.8,29,0.612,0.513,39,0.368,0.5710000000000001,16,21,7.8,7,0.48700000000000004,0.405,15,40.9,36,0.617,12.8,13,0.615,24,29,0.47,0.4,40,23,0.37799999999999995,14,52,0.49200000000000005,0.413,26,2021-01-17 20:00:00
373,DEN,105,h,UTA,0,1,62.5,25,15.4,6,121.7,80.6,29,0.47,0.4,40,0.15,0.733,11,23,6.7,6,0.37,0.37799999999999995,14,59.1,52,0.49200000000000005,7.8,9,0.413,26,29,0.612,0.513,39,21,0.405,15,36,0.617,0.615,24,2021-01-17 20:00:00
374,IND,96,a,LAC,0,1,75.7,28,4.2,2,125.8,75.0,27,0.478,0.41600000000000004,37,0.18,0.688,11,19,12.7,13,0.42700000000000005,0.289,11,38.8,33,0.5,14.3,16,0.51,26,43,0.6609999999999999,0.552,48,19,0.48700000000000004,19,52,0.6729999999999999,0.604,29,2021-01-17 22:00:00
375,LAC,129,h,IND,1,0,56.3,27,5.9,3,93.6,87.8,43,0.6609999999999999,0.552,48,0.23,0.7,14,19,3.9,4,0.44799999999999995,0.48700000000000004,19,61.2,52,0.6729999999999999,14.3,16,0.604,29,27,0.478,0.41600000000000004,37,19,0.289,11,33,0.5,0.51,26,2021-01-17 22:00:00
